"congno" "sticpsr" "cd" "stalpha" "occup" "score1" "score2" "year" "stgj" "po" "dv" "dvp" "redist" "i2" "demqa" "i1" "demqal" "nstate" "dpvote" "normvote" "dvfix" "dvpfix"
"3535" 88 45 3 "LOUISIA" 0 -0.076 0.488 64 18 0 0.623 NA 0 1 1 1 1 "Louisian" 0.57991 0.693635 0.531 NA
"3536" 88 45 4 "LOUISIA" 0 0.253 0.481 64 18 0 NA NA 0 1 1 1 1 "Louisian" 0.18471 0.298435 NA NA
"3537" 88 45 5 "LOUISIA" 0 0.122 0.379 64 18 0 NA NA 0 1 1 1 1 "Louisian" 0.17064 0.284365 NA NA
"3538" 88 45 6 "LOUISIA" 0 -0.301 0.356 64 18 0 0.629 NA 0 1 1 1 1 "Louisian" 0.43384 0.547565 0.537 NA
"3539" 88 45 7 "LOUISIA" 0 -0.125 0.426 64 18 0 NA NA 0 1 1 1 1 "Louisian" 0.56626 0.679985 NA NA
"3540" 88 45 8 "LOUISIA" 0 -0.101 0.212 64 18 0 0.545 0.64 0 0 1 0 NA "Louisian" 0.3602 0.473925 0.545 0.64
"3541" 88 2 1 "MAINE" 0 -0.055 -0.297 64 19 0 0.499 0.404 0 -1 -1 -1 0 "Maine" 0.686 0.664759888170041 0.591 0.488
"3542" 88 2 2 "MAINE" 0 0.198 -0.135 64 19 0 0.62 0.489 0 0 -1 -1 -1 "Maine" 0.69098 0.669739888170041 0.62 0.573
"3543" 88 52 1 "MARYLAN" 0 0.201 -0.315 64 20 1 0.469 0.468 0 -1 0 1 1 "Maryland" 0.57029 0.562139928700455 0.561 0.384
"3544" 88 52 2 "MARYLAN" 0 -0.213 -0.054 64 20 1 0.659 0.519 0 1 0 0 NA "Maryland" 0.59133 0.583179928700455 0.567 0.519
"3545" 88 52 3 "MARYLAN" 0 -0.271 0.039 64 20 0 NA NA 0 1 1 1 1 "Maryland" 0.77911 0.770959928700455 NA NA
"3546" 88 52 4 "MARYLAN" 0 -0.187 0.011 64 20 0 0.778 0.723 0 1 1 1 1 "Maryland" 0.74915 0.740999928700455 0.686 0.639
"3547" 88 52 5 "MARYLAN" 0 -0.337 -0.037 64 20 0 0.61 0.595 0 0 1 1 1 "Maryland" 0.62127 0.613119928700455 0.61 0.511
"3548" 88 52 6 "MARYLAN" 0 -0.046 -0.492 64 20 0 0.455 0.391 0 -1 -1 -1 0 "Maryland" 0.64061 0.632459928700455 0.547 0.475
"3549" 88 52 7 "MARYLAN" 0 -0.37 -0.044 64 20 0 0.795 0.7 0 1 1 1 1 "Maryland" 0.7583 0.750149928700455 0.703 0.616
"3550" 88 3 1 "MASSACH" 0 -0.073 -0.471 64 21 0 NA 0.256 0 -1 -1 -1 -1 "Massachu" 0.74118 0.691655 NA 0.34
"3551" 88 3 2 "MASSACH" 0 -0.29 -0.178 64 21 0 NA 0.678 0 1 1 1 1 "Massachu" 0.74591 0.696385 NA 0.594
"3552" 88 3 3 "MASSACH" 0 -0.286 -0.046 64 21 0 NA 0.724 0 1 1 1 1 "Massachu" 0.76603 0.716505 NA 0.64
"3553" 88 3 4 "MASSACH" 0 -0.295 -0.089 64 21 0 0.717 NA 0 1 1 1 1 "Massachu" 0.75645 0.706925 0.625 NA
"3554" 88 3 5 "MASSACH" 0 -0.021 -0.53 64 21 0 0.35 0.426 0 -1 -1 NA 0 "Massachu" 0.74206 0.692535 0.442 NA
"3555" 88 3 6 "MASSACH" 0 0.157 -0.337 64 21 0 0.354 0.438 0 -1 -1 -1 0 "Massachu" 0.74016 0.690635 0.446 0.522
"3556" 88 3 7 "MASSACH" 0 -0.257 -0.128 64 21 0 0.769 0.716 0 1 1 1 1 "Massachu" 0.79433 0.744805 0.677 0.632
"3557" 88 3 8 "MASSACH" 0 -0.379 -0.107 64 21 0 NA 0.73 0 1 1 1 1 "Massachu" 0.85948 0.809955 NA 0.646
"3558" 88 3 9 "MASSACH" 0 0 0 64 21 0 0.846 NA 0 1 1 1 1 "Massachu" 0.8615 0.811975 0.754 NA
"3559" 88 3 10 "MASSACH" 0 0.068 -0.258 64 21 0 0.37 0.345 0 -1 -1 -1 -1 "Massachu" 0.74443 0.694905 0.462 0.429
"3560" 88 3 11 "MASSACH" 0 -0.38 -0.121 64 21 0 NA 0.643 0 1 1 1 1 "Massachu" 0.76915 0.719625 NA 0.559
"3561" 88 3 12 "MASSACH" 0 0.136 -0.302 64 21 0 0.404 0.358 0 -1 -1 -1 -1 "Massachu" 0.68244 0.632915 0.496 0.442
"3562" 88 23 1 "MICHIGA" 0 -0.473 -0.249 64 22 0 0.844 NA 1 0 NA 1 1 "Michigan" 0.88333 0.876344099800873 0.844 NA
"3563" 88 23 2 "MICHIGA" 0 0.24 -0.151 64 22 0 0.505 0.416 1 -1 -1 -1 -1 "Michigan" 0.62906 0.622074099800873 0.597 0.5
"3564" 88 23 3 "MICHIGA" 0 0.671 0.149 64 22 0 0.527 0.405 1 -1 -1 -1 -1 "Michigan" 0.60711 0.600124099800873 0.619 0.489
"3565" 88 23 4 "MICHIGA" 0 0.47 -0.21 64 22 0 0.457 0.362 1 -1 -1 0 -1 "Michigan" 0.55918 0.552194099800873 0.549 0.362
"3566" 88 23 5 "MICHIGA" 0 0.25 -0.275 64 22 0 0.388 0.33 1 -1 -1 -1 -1 "Michigan" 0.57274 0.565754099800873 0.48 0.414
"3567" 88 23 6 "MICHIGA" 0 0.26 -0.26 64 22 0 0.434 0.455 1 -1 -1 -1 0 "Michigan" 0.60952 0.602534099800873 0.526 0.539
"3568" 88 23 7 "MICHIGA" 0 -0.46 -0.1 64 22 0 0.657 NA 1 0 1 1 0 "Michigan" 0.66727 0.660284099800873 0.657 NA
"3569" 88 23 8 "MICHIGA" 0 0.22 -0.27 64 22 1 0.453 0.395 1 -1 0 -1 -1 "Michigan" 0.5829 0.575914099800873 0.545 0.479
"3570" 88 23 9 "MICHIGA" 0 0.203 -0.369 64 22 0 0.426 0.406 1 -1 -1 -1 -1 "Michigan" 0.5609 0.553914099800873 0.518 0.49
"3571" 88 23 10 "MICHIGA" 0 0.361 -0.14 64 22 0 0.434 0.385 1 -1 -1 -1 -1 "Michigan" 0.61823 0.611244099800873 0.526 0.469
"3572" 88 23 11 "MICHIGA" 0 0.299 -0.096 64 22 1 0.533 0.433 1 -1 0 -1 -1 "Michigan" 0.66466 0.657674099800873 0.625 0.517
"3573" 88 23 12 "MICHIGA" 0 0.101 -0.017 64 22 0 0.748 0.563 1 1 1 -1 -1 "Michigan" 0.74595 0.738964099800873 0.656 0.647
"3574" 88 23 13 "MICHIGA" 0 -0.537 -0.219 64 22 0 0.86 0.712 1 1 1 1 1 "Michigan" 0.88272 0.875734099800873 0.768 0.628
"3575" 88 23 14 "MICHIGA" 0 -0.323 -0.015 64 22 0 0.669 0.892 1 1 1 1 1 "Michigan" 0.69813 0.691144099800873 0.577 0.808
"3576" 88 23 15 "MICHIGA" 0 -0.351 -0.015 64 22 0 0.71 NA 1 0 1 1 1 "Michigan" 0.74556 0.738574099800873 0.71 NA
"3577" 88 23 16 "MICHIGA" 0 -0.257 0.007 64 22 0 0.735 0.83 1 1 1 1 1 "Michigan" 0.76081 0.753824099800873 0.643 0.746
"3578" 88 23 17 "MICHIGA" 0 -0.329 -0.059 64 22 0 0.73 0.593 1 1 1 1 1 "Michigan" 0.6878 0.680814099800873 0.638 0.509
"3579" 88 23 18 "MICHIGA" 0 0.124 -0.394 64 22 0 0.404 0.404 1 -1 -1 -1 -1 "Michigan" 0.6092 0.602214099800873 0.496 0.488
"3580" 88 33 1 "MINNESO" 0 0.163 -0.319 64 23 1 0.447 0.425 0 -1 0 -1 -1 "Minnesot" 0.61443 0.589057636232387 0.539 0.509
"3581" 88 33 2 "MINNESO" 0 0.278 -0.198 64 23 1 0.416 0.378 0 -1 0 -1 -1 "Minnesot" 0.56159 0.536217636232387 0.508 0.462
"3582" 88 33 3 "MINNESO" 0 0.241 -0.47 64 23 1 0.43 0.398 0 -1 0 -1 0 "Minnesot" 0.58276 0.557387636232387 0.522 0.482
"3583" 88 33 4 "MINNESO" 0 -0.407 -0.116 64 23 1 0.735 0.595 0 1 0 1 1 "Minnesot" 0.69813 0.672757636232387 0.643 0.511
"3584" 88 33 5 "MINNESO" 0 -0.668 -0.24 64 23 1 0.619 0.518 0 1 0 -1 0 "Minnesot" 0.65802 0.632647636232387 0.527 0.602
"3585" 88 33 6 "MINNESO" 0 -0.301 0.045 64 23 1 0.518 0.501 0 1 0 0 -1 "Minnesot" 0.62729 0.601917636232387 0.426 0.501
"3586" 88 33 7 "MINNESO" 0 0.331 -0.085 64 23 1 0.492 0.48 0 -1 0 -1 -1 "Minnesot" 0.62378 0.598407636232387 0.584 0.564
"3587" 88 33 8 "MINNESO" 0 -0.432 -0.04 64 23 0 0.694 0.657 0 1 1 1 1 "Minnesot" 0.74318 0.717807636232387 0.602 0.573
"3588" 88 46 1 "MISSISS" 0 0.303 0.522 64 24 0 NA NA 0 1 1 1 1 "Mississi" 0.16998 0.283705 NA NA
"3589" 88 46 2 "MISSISS" 0 0.132 0.469 64 24 0 NA NA 0 1 1 1 1 "Mississi" 0.13387 0.247595 NA NA
"3590" 88 46 3 "MISSISS" 0 0.404 0.527 64 24 0 NA NA 0 1 1 1 1 "Mississi" 0.10397 0.217695 NA NA
"3591" 88 46 4 "MISSISS" 0 0.386 0.632 64 24 0 0.443 NA 0 1 1 1 1 "Mississi" 0.065646 0.179371 0.351 NA
"3592" 88 46 5 "MISSISS" 0 0.309 0.422 64 24 0 NA NA 0 1 1 1 1 "Mississi" 0.16009 0.273815 NA NA
"3593" 88 34 1 "MISSOUR" 0 -0.488 -0.062 64 25 0 0.769 0.707 0 1 1 1 1 "Missouri" 0.75958 0.75038756757776 0.677 0.623
"3594" 88 34 2 "MISSOUR" 0 0.398 -0.291 64 25 0 0.469 0.437 0 -1 -1 -1 -1 "Missouri" 0.59948 0.59028756757776 0.561 0.521
"3595" 88 34 3 "MISSOUR" 0 -0.387 -0.046 64 25 0 0.717 0.705 0 1 1 1 0 "Missouri" 0.72512 0.71592756757776 0.625 0.621
"3596" 88 34 4 "MISSOUR" 0 -0.091 0.118 64 25 1 0.639 0.539 0 1 0 1 0 "Missouri" 0.64413 0.63493756757776 0.547 0.455
"3597" 88 34 5 "MISSOUR" 0 -0.448 -0.062 64 25 0 0.679 0.589 0 1 1 1 1 "Missouri" 0.67454 0.66534756757776 0.587 0.505
"3598" 88 34 6 "MISSOUR" 0 0.032 0.283 64 25 0 0.647 0.553 0 1 1 1 1 "Missouri" 0.639 0.62980756757776 0.555 0.469
"3599" 88 34 7 "MISSOUR" 0 0.695 0.081 64 25 0 0.483 0.423 0 -1 -1 -1 -1 "Missouri" 0.52292 0.51372756757776 0.575 0.507
"3600" 88 34 8 "MISSOUR" 0 -0.021 0.264 64 25 0 0.652 0.59 0 1 1 1 1 "Missouri" 0.6043 0.59510756757776 0.56 0.506
"3601" 88 34 9 "MISSOUR" 0 -0.027 0.062 64 25 0 0.624 0.612 0 1 1 1 1 "Missouri" 0.6313 0.62210756757776 0.532 0.528
"3602" 88 34 10 "MISSOUR" 0 0.093 0.321 64 25 0 0.674 0.606 0 1 1 1 1 "Missouri" 0.63835 0.62915756757776 0.582 0.522
"3603" 88 64 1 "MONTANA" 0 -0.359 0.031 64 26 0 0.539 0.528 0 1 1 1 1 "Montana" 0.61202 0.608918588450767 0.447 0.444
"3604" 88 64 2 "MONTANA" 0 0.315 0.015 64 26 1 0.459 0.446 0 -1 0 -1 -1 "Montana" 0.57728 0.574178588450767 0.551 0.53
"3605" 88 35 1 "NEBRASK" 0 0.659 0.123 64 27 1 0.513 0.463 0 -1 0 -1 0 "Nebraska" 0.54191 0.557785 0.605 0.547
"3606" 88 35 2 "NEBRASK" 0 0.261 -0.087 64 27 1 0.469 0.306 0 -1 0 -1 -1 "Nebraska" 0.55615 0.572025 0.561 0.39
"3607" 88 35 3 "NEBRASK" 0 0.403 0.034 64 27 0 0.472 0.344 0 -1 -1 -1 -1 "Nebraska" 0.48546 0.501335 0.564 0.428
"3608" 88 65 1 "NEVADA" 0 0.088 0.191 64 28 1 0.633 0.716 0 1 0 1 1 "Nevada" 0.58582 0.579523238723816 0.541 0.632
"3609" 88 4 1 "NEW HAM" 0 0.257 -0.154 64 29 1 0.513 0.469 0 -1 0 0 0 "New_Hamp" 0.62557 0.596755330216539 0.605 0.469
"3610" 88 4 2 "NEW HAM" 0 0.116 -0.376 64 29 0 0.499 0.425 0 -1 -1 0 0 "New_Hamp" 0.65525 0.626435330216539 0.591 0.425
"3611" 88 12 1 "NEW JER" 0 0.033 -0.517 64 30 1 0.437 0.411 0 -1 0 -1 -1 "New_Jers" 0.66222 0.661377709972988 0.529 0.495
"3612" 88 12 2 "NEW JER" 0 0.113 -0.255 64 30 1 0.508 0.47 0 -1 0 -1 0 "New_Jers" 0.66717 0.666327709972988 0.6 0.554
"3613" 88 12 3 "NEW JER" 0 0.19 -0.397 64 30 0 0.504 0.431 0 0 -1 -1 -1 "New_Jers" 0.39784 0.396997709972988 0.504 0.515
"3614" 88 12 4 "NEW JER" 0 -0.528 -0.216 64 30 1 0.676 0.64 0 1 0 1 0 "New_Jers" 0.68568 0.684837709972987 0.584 0.556
"3615" 88 12 5 "NEW JER" 0 0.115 -0.352 64 30 0 0.364 0.335 0 -1 -1 -1 -1 "New_Jers" 0.58443 0.583587709972987 0.456 0.419
"3616" 88 12 6 "NEW JER" 0 0.013 -0.526 64 30 1 0.403 0.4 0 -1 0 -1 -1 "New_Jers" 0.66531 0.664467709972987 0.495 0.484
"3617" 88 12 7 "NEW JER" 0 0.103 -0.319 64 30 1 0.433 0.381 0 -1 0 -1 -1 "New_Jers" 0.58958 0.588737709972987 0.525 0.465
"3618" 88 12 8 "NEW JER" 0 -0.298 -0.258 64 30 0 0.676 0.655 0 1 1 1 1 "New_Jers" 0.64895 0.648107709972988 0.584 0.571
"3619" 88 12 9 "NEW JER" 0 0.028 -0.488 64 30 1 0.506 0.425 0 -1 0 -1 -1 "New_Jers" 0.62371 0.622867709972987 0.598 0.509
"3620" 88 12 10 "NEW JER" 0 -0.399 -0.192 64 30 1 0.746 0.732 0 1 0 1 1 "New_Jers" 0.68539 0.684547709972988 0.654 0.648
"3621" 88 12 11 "NEW JER" 0 -0.339 -0.114 64 30 0 0.696 0.614 0 1 1 0 NA "New_Jers" 0.74803 0.747187709972987 0.604 0.614
"3622" 88 12 12 "NEW JER" 0 0.003 -0.446 64 30 0 0.533 0.47 0 0 -1 -1 -1 "New_Jers" 0.69061 0.689767709972987 0.533 0.554
"3623" 88 12 13 "NEW JER" 0 -0.531 -0.26 64 30 0 0.781 0.785 0 1 1 1 1 "New_Jers" 0.76369 0.762847709972987 0.689 0.701
"3624" 88 12 14 "NEW JER" 0 -0.389 -0.14 64 30 0 0.746 0.716 0 1 1 1 1 "New_Jers" 0.72354 0.722697709972987 0.654 0.632
"3625" 88 12 15 "NEW JER" 0 -0.321 -0.109 64 30 1 0.631 0.567 0 1 0 0 0 "New_Jers" 0.70466 0.703817709972987 0.539 0.567
"3626" 88 13 1 "NEW YOR" 0 -0.137 -0.211 64 32 0 0.649 0.617 0 1 1 1 1 "New_York" 0.55452 0.566057494044601 0.557 0.533
"3627" 88 13 2 "NEW YOR" 0 0.219 -0.372 64 32 0 0.484 0.443 0 -1 -1 0 0 "New_York" 0.56452 0.576057494044601 0.576 0.443
"3628" 88 13 3 "NEW YOR" 0 0.341 -0.435 64 32 0 0.507 0.408 0 -1 -1 -1 -1 "New_York" 0.60901 0.620547494044601 0.599 0.492
"3629" 88 13 4 "NEW YOR" 0 0.098 -0.456 64 32 0 0.448 0.431 0 -1 -1 0 NA "New_York" 0.58444 0.595977494044601 0.54 0.431
"3630" 88 13 5 "NEW YOR" 0 0.408 -0.23 64 32 0 0.558 0.425 0 0 NA -1 -1 "New_York" 0.62634 0.637877494044601 0.558 0.509
"3631" 88 13 6 "NEW YOR" 0 -0.151 -0.501 64 32 0 0.429 0.367 0 -1 -1 -1 -1 "New_York" 0.59199 0.603527494044601 0.521 0.451
"3632" 88 13 7 "NEW YOR" 0 -0.296 -0.117 64 32 0 0.71 0.593 0 1 1 1 0 "New_York" 0.6319 0.643437494044601 0.618 0.509
"3633" 88 13 8 "NEW YOR" 0 -0.599 -0.254 64 32 0 0.77 0.664 0 1 1 1 1 "New_York" 0.75978 0.771317494044601 0.678 0.58
"3634" 88 13 9 "NEW YOR" 0 -0.258 -0.057 64 32 1 0.691 0.625 0 1 0 1 1 "New_York" 0.63517 0.646707494044601 0.599 0.541
"3635" 88 13 10 "NEW YOR" 0 -0.499 -0.103 64 32 0 0.875 0.808 0 1 1 1 1 "New_York" 0.85785 0.869387494044601 0.783 0.724
"3636" 88 13 11 "NEW YOR" 0 -0.464 0.028 64 32 0 0.808 0.716 0 1 1 1 1 "New_York" 0.76905 0.780587494044601 0.716 0.632
"3637" 88 13 12 "NEW YOR" 0 -0.35 -0.098 64 32 0 0.817 0.7 0 1 1 1 1 "New_York" 0.81272 0.824257494044601 0.725 0.616
"3638" 88 13 13 "NEW YOR" 0 -0.541 -0.114 64 32 0 0.787 0.746 0 1 1 1 1 "New_York" 0.8085 0.820037494044601 0.695 0.662
"3639" 88 13 14 "NEW YOR" 0 -0.334 -0.049 64 32 0 0.774 0.709 0 1 1 1 1 "New_York" 0.72599 0.737527494044601 0.682 0.625
"3640" 88 13 15 "NEW YOR" 0 -0.337 -0.144 64 32 1 0.536 0.502 0 1 0 1 0 "New_York" 0.52779 0.539327494044601 0.444 0.418
"3641" 88 13 16 "NEW YOR" 0 -0.352 0.05 64 32 0 0.614 0.509 0 1 1 0 NA "New_York" 0.55804 0.569577494044601 0.522 0.509
"3642" 88 13 17 "NEW YOR" 0 -0.147 -0.626 64 32 0 0.247 0.313 0 -1 -1 -1 -1 "New_York" 0.71798 0.729517494044601 0.339 0.397
"3643" 88 13 18 "NEW YOR" 0 -0.575 -0.261 64 32 0 0.89 0.763 0 1 1 1 1 "New_York" 0.9228 0.934337494044601 0.798 0.679
"3644" 88 13 19 "NEW YOR" 0 -0.588 -0.306 64 32 0 0.772 0.656 0 1 1 1 1 "New_York" 0.80187 0.813407494044601 0.68 0.572
"3645" 88 13 20 "NEW YOR" 0 -0.577 -0.343 64 32 0 0.84 0.726 0 1 1 1 1 "New_York" 0.83024 0.841777494044601 0.748 0.642
"3646" 88 13 21 "NEW YOR" 0 -0.523 -0.019 64 32 0 0.845 0.761 0 0 NA 1 1 "New_York" 0.83912 0.850657494044601 0.845 0.677
"3647" 88 13 22 "NEW YOR" 0 -0.563 -0.304 64 32 0 0.875 0.774 0 1 1 1 1 "New_York" 0.86859 0.880127494044601 0.783 0.69
"3648" 88 13 23 "NEW YOR" 0 -0.587 -0.029 64 32 0 0.78 0.638 0 0 NA 1 1 "New_York" 0.77659 0.788127494044601 0.78 0.554
"3649" 88 13 24 "NEW YOR" 0 0.049 -0.332 64 32 0 0.366 0.374 0 -1 -1 NA 0 "New_York" 0.5721 0.583637494044601 0.458 NA
"3650" 88 13 25 "NEW YOR" 0 0.094 -0.444 64 32 0 0.562 0.385 0 -1 -1 -1 0 "New_York" 0.60589 0.617427494044601 0.654 0.469
"3651" 88 13 26 "NEW YOR" 0 -0.077 -0.69 64 32 0 0.435 0.391 0 -1 -1 0 1 "New_York" 0.63273 0.644267494044601 0.527 0.391
"3652" 88 13 27 "NEW YOR" 0 0.393 -0.276 64 32 0 0.516 0.421 0 -1 -1 -1 -1 "New_York" 0.62671 0.638247494044601 0.608 0.505
"3653" 88 13 28 "NEW YOR" 0 0.351 -0.077 64 32 1 0.533 0.359 0 -1 0 -1 -1 "New_York" 0.61239 0.623927494044601 0.625 0.443
"3654" 88 13 29 "NEW YOR" 0 -0.313 -0.05 64 32 0 0.692 0.601 0 1 1 1 0 "New_York" 0.75697 0.768507494044601 0.6 0.517
"3655" 88 13 30 "NEW YOR" 0 0.378 -0.133 64 32 0 0.497 0.347 0 -1 -1 -1 -1 "New_York" 0.6791 0.690637494044601 0.589 0.431
"3656" 88 13 31 "NEW YOR" 0 0.495 -0.164 64 32 0 0.454 0.4 0 0 -1 -1 0 "New_York" 0.69413 0.705667494044601 0.454 0.484
"3657" 88 13 32 "NEW YOR" 0 0.14 -0.297 64 32 0 0.466 0.424 0 -1 -1 -1 -1 "New_York" 0.64725 0.658787494044601 0.558 0.508
"3658" 88 13 33 "NEW YOR" 0 0.215 -0.414 64 32 0 0.416 0.309 0 -1 -1 -1 -1 "New_York" 0.6398 0.651337494044601 0.508 0.393
"3659" 88 13 34 "NEW YOR" 0 0.158 -0.373 64 32 0 0.512 0.442 0 -1 -1 -1 -1 "New_York" 0.67052 0.682057494044601 0.604 0.526
"3660" 88 13 35 "NEW YOR" 0 -0.173 -0.138 64 32 1 0.64 0.545 0 1 0 1 0 "New_York" 0.6538 0.665337494044601 0.548 0.461
"3661" 88 13 36 "NEW YOR" 0 -0.067 -0.376 64 32 0 0.431 0.407 0 -1 -1 0 0 "New_York" 0.69614 0.707677494044601 0.523 0.407
"3662" 88 13 37 "NEW YOR" 0 0.201 -0.444 64 32 0 0.448 0.357 0 0 -1 -1 -1 "New_York" 0.6992 0.710737494044601 0.448 0.441
"3663" 88 13 38 "NEW YOR" 0 0.296 -0.339 64 32 0 0.416 0.307 0 -1 -1 -1 -1 "New_York" 0.64812 0.659657494044601 0.508 0.391
"3664" 88 13 39 "NEW YOR" 0 0.438 -0.091 64 32 0 0.528 0.359 0 -1 -1 -1 0 "New_York" 0.67292 0.684457494044601 0.62 0.443
"3665" 88 13 40 "NEW YOR" 0 0.287 -0.381 64 32 0 0.473 0.48 0 0 0 -1 -1 "New_York" 0.69811 0.709647494044601 0.473 0.564
"3666" 88 13 41 "NEW YOR" 0 -0.233 -0.105 64 32 0 0.821 0.715 0 1 1 1 1 "New_York" 0.82729 0.838827494044601 0.729 0.631
"3667" 88 47 1 "NORTH C" 0 0.002 0.504 64 33 0 0.826 NA 0 1 1 1 1 "North_Ca" 0.6913 0.718311150039213 0.734 NA
"3668" 88 47 2 "NORTH C" 0 0.104 0.326 64 33 0 NA NA 0 1 1 1 1 "North_Ca" 0.64308 0.670091150039213 NA NA
"3669" 88 47 3 "NORTH C" 0 0.128 0.441 64 33 0 0.674 NA 0 1 1 1 1 "North_Ca" 0.58882 0.615831150039213 0.582 NA
"3670" 88 47 4 "NORTH C" 0 -0.043 0.362 64 33 0 0.518 0.581 0 1 1 1 1 "North_Ca" 0.5302 0.557211150039213 0.426 0.497
"3671" 88 47 5 "NORTH C" 0 0.177 0.413 64 33 0 0.516 0.592 0 1 1 1 1 "North_Ca" 0.53106 0.558071150039213 0.424 0.508
"3672" 88 47 6 "NORTH C" 0 0.076 0.351 64 33 0 0.614 0.599 0 1 1 1 1 "North_Ca" 0.54891 0.575921150039213 0.522 0.515
"3673" 88 47 7 "NORTH C" 0 0.211 0.397 64 33 0 NA 0.77 0 1 1 1 1 "North_Ca" 0.63282 0.659831150039213 NA 0.686
"3674" 88 47 8 "NORTH C" 0 0.379 0.089 64 33 1 0.457 0.44 0 -1 0 NA 0 "North_Ca" 0.55761 0.584621150039213 0.549 NA
"3675" 88 47 9 "NORTH C" 0 0.235 0.011 64 33 0 0.448 0.495 0 -1 -1 1 1 "North_Ca" 0.48871 0.515721150039213 0.54 0.411
"3676" 88 47 10 "NORTH C" 0 0.152 0.428 64 33 0 0.586 0.551 0 1 1 1 0 "North_Ca" 0.52625 0.553261150039213 0.494 0.467
"3677" 88 47 11 "NORTH C" 0 0.106 0.305 64 33 1 0.605 0.552 0 1 0 1 1 "North_Ca" 0.58211 0.609121150039213 0.513 0.468
"3678" 88 36 1 "NORTH D" 1 0.267 -0.069 64 34 1 0.476 0.454 0 -1 0 -1 0 "North_Da" 0.59207 0.597201720850631 0.568 0.538
"3679" 88 36 2 "NORTH D" 0 0.444 0.079 64 34 1 0.525 0.46 0 -1 0 -1 -1 "North_Da" 0.43267 0.437801720850631 0.617 0.544
"3680" 88 24 1 "OHIO" 0 0.327 -0.222 64 35 1 0.519 0.373 1 -1 0 0 -1 "Ohio" 0.58711 0.588921252315285 0.611 0.373
"3681" 88 24 2 "OHIO" 0 0.422 -0.134 64 35 1 0.395 0.372 0 -1 0 -1 0 "Ohio" 0.52784 0.529651252315285 0.487 0.456
"3682" 88 24 3 "OHIO" 0 0.344 -0.265 64 35 1 0.52 0.43 1 -1 0 -1 -1 "Ohio" 0.62031 0.622121252315285 0.612 0.514
"3683" 88 24 4 "OHIO" 0 0.282 -0.154 64 35 0 0.443 0.297 0 -1 -1 -1 -1 "Ohio" 0.57331 0.575121252315285 0.535 0.381
"3684" 88 24 5 "OHIO" 0 0.306 -0.07 64 35 0 0.341 0.296 1 -1 -1 -1 -1 "Ohio" 0.57314 0.574951252315285 0.433 0.38
"3685" 88 24 6 "OHIO" 0 0.271 -0.079 64 35 0 0.399 0.396 1 -1 -1 -1 -1 "Ohio" 0.58699 0.588801252315285 0.491 0.48
"3686" 88 24 7 "OHIO" 0 0.382 -0.039 64 35 0 0.432 0.323 1 -1 -1 -1 -1 "Ohio" 0.57731 0.579121252315285 0.524 0.407
"3687" 88 24 8 "OHIO" 0 0.4 -0.072 64 35 0 0.382 0.299 1 -1 -1 -1 -1 "Ohio" 0.5623 0.564111252315285 0.474 0.383
"3688" 88 24 9 "OHIO" 0 -0.37 -0.235 64 35 0 0.629 0.573 0 1 1 1 0 "Ohio" 0.68916 0.690971252315285 0.537 0.489
"3689" 88 24 10 "OHIO" 0 0.563 -0.17 64 35 1 0.524 0.477 1 -1 0 1 0 "Ohio" 0.59646 0.598271252315285 0.616 0.393
"3690" 88 24 11 "OHIO" 0 0.25 -0.292 64 35 0 0.446 0.495 1 0 -1 1 0 "Ohio" 0.63158 0.633391252315285 0.446 0.411
"3691" 88 24 12 "OHIO" 0 0.555 -0.073 64 35 1 0.446 0.317 1 -1 0 -1 -1 "Ohio" 0.54055 0.542361252315285 0.538 0.401
"3692" 88 24 13 "OHIO" 0 0.115 -0.545 64 35 1 0.453 0.449 1 -1 0 -1 0 "Ohio" 0.64611 0.647921252315285 0.545 0.533
"3693" 88 24 14 "OHIO" 0 0.129 -0.239 64 35 1 0.453 0.463 1 -1 0 -1 0 "Ohio" 0.66753 0.669341252315285 0.545 0.547
"3694" 88 24 15 "OHIO" 0 0 0.017 64 35 0 0.661 0.524 1 1 1 -1 0 "Ohio" 0.61683 0.618641252315285 0.569 0.608
"3695" 88 24 16 "OHIO" 0 0.389 -0.079 64 35 0 0.478 0.4 1 -1 -1 -1 0 "Ohio" 0.63371 0.635521252315285 0.57 0.484
"3696" 88 24 17 "OHIO" 0 0.634 0.015 64 35 1 0.485 0.414 1 -1 0 -1 0 "Ohio" 0.57503 0.576841252315285 0.577 0.498
"3697" 88 24 18 "OHIO" 0 -0.203 0.046 64 35 0 0.688 0.61 1 1 1 1 1 "Ohio" 0.69527 0.697081252315285 0.596 0.526
"3698" 88 24 19 "OHIO" 0 -0.35 0.027 64 35 0 0.763 0.622 1 1 1 1 1 "Ohio" 0.71717 0.718981252315285 0.671 0.538
"3699" 88 24 20 "OHIO" 0 -0.256 -0.059 64 35 0 0.744 0.71 1 1 1 1 1 "Ohio" 0.72669 0.728501252315285 0.652 0.626
"3700" 88 24 21 "OHIO" 0 -0.337 -0.237 64 35 0 0.901 0.799 1 1 1 1 1 "Ohio" 0.88838 0.890191252315285 0.809 0.715
"3701" 88 24 22 "OHIO" 0 0.231 -0.319 64 35 0 0.434 0.322 1 -1 -1 -1 -1 "Ohio" 0.7013 0.703111252315285 0.526 0.406
