	switch	arsenic	dist	assoc	educ
784	0	1.32	80.18399811	1	6
785	0	1.59	82.67099762	1	5
786	0	3.07	70.77799988	0	10
787	0	0.85	34.50999832	0	10
788	0	1.29	56.73400116	1	5
789	0	2.53	49.62099838	0	5
790	0	1.53	73.90499878	1	0
791	0	1.75	68.78099823	1	0
792	0	1.11	52.92900085	1	5
793	1	3.27	134.875	1	0
794	0	2.43	150.1929932	1	2
795	0	1.57	138.0240021	0	5
796	0	2.22	119.6529999	1	5
797	0	2.95	112.5770035	1	0
798	0	1.59	17.41799927	0	0
799	0	2.54	28.71299934	1	5
800	0	1.06	38.22399902	1	5
801	1	0.79	39.67599869	0	0
802	1	2.41	13.26599979	1	0
803	0	1.23	19.0909996	1	0
804	0	1.79	19.74399948	1	0
805	0	2.56	77.43900299	1	4
806	1	2.6	132.3699951	1	0
807	0	3.01	67.0739975	1	0
808	0	2.88	38.85200119	1	5
809	0	2.7	16.78100014	0	5
810	0	3.66	28.76300049	1	0
811	0	0.93	14.24300003	1	6
812	0	1.17	32.95600128	1	5
813	0	4.46	38.95399857	1	5
814	0	2.11	67.38400269	1	5
815	0	3.17	82.80200195	1	0
816	0	3.65	104.2320023	1	5
817	0	1.8	54.15299988	1	5
818	0	5.6	53.21300125	1	0
819	0	4.18	31.66500092	1	5
820	1	4.78	45.94400024	0	5
821	1	4.07	37.38600159	0	5
822	1	4.74	14.62699986	0	5
823	1	4.81	27.60099983	0	10
824	1	4.65	35.88399887	1	10
825	1	1.53	52.19200134	0	5
826	1	2.7	31.62100029	0	5
827	1	3.89	82.38200378	1	0
828	0	3.44	97.40299988	0	5
829	0	2.74	124.0500031	1	0
830	0	3.21	126.8000031	1	5
831	1	3.17	117.8990021	1	5
832	0	1.29	115.0130005	1	5
833	0	5.81	9.371999741	1	0
834	1	4.83	50.59700012	1	5
835	1	4.48	17.33200073	1	5
836	1	4.2	32.42499924	1	0
837	1	1.93	62.19499969	1	5
838	1	0.83	108.3499985	1	5
839	1	3.86	67.11699677	1	0
840	1	4.39	66.4980011	1	5
841	1	3.57	52.79199982	1	5
842	0	3.32	72.09799957	1	5
843	1	3.07	92.98899841	1	5
844	1	4.07	72.37799835	1	5
845	1	3.63	111.5930023	1	10
846	1	3.39	112.913002	1	5
847	1	2.61	84.70400238	0	5
848	1	1.29	67.78800201	1	5
849	1	1.97	96.79699707	1	5
850	1	3.31	81.51499939	1	12
851	1	3.68	94.63899994	1	12
852	1	4.05	96.48200226	0	10
853	0	3.23	75.11299896	1	0
854	1	4.64	57.2120018	0	5
855	1	4.51	50.25600052	0	5
856	0	1.32	31.10000038	0	12
857	1	0.71	18.03700066	0	10
858	1	1.18	12.02200031	1	10
859	0	0.58	22.86499977	1	5
860	1	1.44	38.38999939	1	0
861	1	0.56	19.26000023	0	5
862	1	0.99	21.37299919	1	0
863	0	1.48	7.857999802	1	5
864	0	1.46	35.16400146	1	0
865	1	1.62	63.00600052	1	5
866	0	1.72	72.22499847	1	0
867	0	1.32	74.66000366	1	5
868	0	1	58.39699936	1	5
869	1	0.74	50.81800079	1	5
870	1	1.07	41.39099884	0	5
871	1	1.1	39.54600143	1	0
872	1	0.61	30.58200073	1	5
873	1	0.93	25.72800064	1	0
874	1	1.3	26.60499954	1	5
875	1	0.7	16.57900047	1	5
876	0	1.27	19.05400085	1	0
877	1	0.64	10.58100033	1	5
878	0	0.64	19.57799911	0	5
879	1	0.73	10.93900013	0	12
880	0	0.54	9.423000336	1	5
881	1	0.61	18.93700027	1	5
882	1	0.86	23.80200005	1	5
883	0	1.05	15.71000004	1	8
884	1	1.23	32.9980011	1	10
885	0	0.67	32.19900131	0	12
886	1	0.66	102.0559998	1	4
887	0	0.57	12.85000038	1	5
888	0	0.55	21.90200043	1	5
889	1	2.34	41.33399963	0	0
890	1	1.31	42.31000137	1	5
891	1	0.87	39.51100159	0	9
892	1	0.71	16.63299942	0	0
893	1	0.66	24.9489994	0	0
894	0	1.47	42.09000015	0	0
895	0	0.88	48.92699814	0	0
896	1	0.86	14.52200031	0	10
897	1	0.82	49.64500046	1	12
898	0	0.69	56.8219986	1	5
899	0	0.61	15.60099983	0	8
900	0	1.01	43.02700043	1	0
901	1	1.5	43.50799942	1	5
902	1	1.19	78.72100067	1	5
903	1	1.56	52.73400116	1	5
904	1	1.39	48.55799866	0	5
905	1	0.64	21.8920002	1	10
906	1	0.6	24.06599998	1	0
907	1	0.82	26.4260006	1	10
908	1	1.19	56.62400055	0	5
909	1	0.93	35.07500076	0	5
910	1	1.1	29.57799911	1	5
911	0	1.47	21.34000015	1	0
912	1	1.58	21.00900078	1	14
913	1	2.04	7.938000202	1	0
914	0	0.54	35.1609993	0	0
915	1	0.72	10.06099987	1	0
916	1	0.69	46.25600052	1	5
917	0	1.41	48.60499954	1	0
918	0	0.85	24.37800026	1	8
919	0	1.32	27.59199905	1	9
920	0	1.89	43.53099823	1	0
921	0	1.51	91.64499664	1	0
922	1	1.86	92.86799622	1	5
923	1	6.76	70.90100098	0	9
924	1	3.19	67.4960022	1	10
925	1	6.32	27.40699959	0	0
926	1	2.4	57.1590004	0	11
927	1	0.88	19.61899948	1	8
928	0	0.54	11.30099964	0	5
929	1	0.8	41.51599884	0	5
930	0	0.74	13.11699963	1	10
931	1	4.2	26.83300018	1	5
932	1	1.43	23.37299919	0	10
933	1	2.69	2.894999981	0	11
934	0	0.74	4.593999863	0	0
935	1	0.63	42.22000122	1	0
936	1	0.83	60.36399841	0	4
937	0	1.12	69.15499878	0	5
938	1	1.16	59.6590004	0	9
939	0	0.93	57.2879982	1	5
940	1	1.22	56.25600052	1	10
941	0	1.09	16.78000069	0	5
942	0	1.67	34.09000015	0	0
943	1	1.09	33.16799927	1	5
944	1	0.97	12.00599957	1	7
945	0	1.25	51.51499939	0	5
946	1	1.66	60.29399872	0	7
947	0	1.15	27.81100082	1	6
948	1	1.15	44.91999817	1	0
949	0	1.21	55.15299988	0	0
950	1	1.64	66.25700378	1	5
951	0	1.74	51.1629982	0	0
952	0	1.08	49.51900101	1	0
953	0	1.09	19.13699913	1	4
954	0	2.27	33.99499893	1	5
955	0	1.46	34.06700134	0	0
956	0	1.35	45.4070015	0	0
957	1	3.65	76.3030014	1	5
958	0	1.18	55.5870018	1	0
959	0	0.54	79.69799805	1	0
960	0	1.01	92.01399994	0	6
961	1	1.5	76.64700317	1	8
962	1	1.63	78.86799622	0	5
963	1	0.76	62.32600021	0	8
964	1	0.67	54.05699921	1	5
965	1	1.14	16.99799919	1	5
966	0	0.73	3.380000114	1	0
967	1	1.6	50.71699905	1	10
968	1	2.3	22.32600021	0	11
969	0	0.61	59.92599869	1	0
970	1	0.65	162.9210052	0	5
971	0	0.66	163.6809998	0	0
972	0	0.51	33.74499893	0	0
973	0	0.65	72.86499786	0	5
974	0	3.42	153.3569946	0	5
975	0	2.82	213.7149963	1	5
976	0	1.32	98.98999786	0	0
977	0	1.89	93.17099762	1	0
978	0	1.37	85.38899994	0	0
979	0	1.38	70.64800262	0	5
980	0	2.39	50.56900024	0	0
981	0	0.82	28.99699974	1	0
982	0	0.61	84.68499756	0	0
983	0	2.97	75.02600098	0	0
984	0	1.11	11.23799992	0	0
985	0	1.54	96.40899658	0	5
986	0	1.19	103.4110031	1	0
987	0	2.37	49.29800034	1	0
988	0	2.54	40.57400131	1	0
989	0	0.64	90.5490036	0	5
990	0	1.95	114.9000015	0	5
991	0	1.85	84.7519989	0	5
992	0	1.3	88.21800232	0	5
993	1	0.78	42.56900024	0	0
994	1	1.88	39.79299927	0	0
995	1	1.11	3.392999887	0	5
996	0	0.75	10.33300018	1	5
997	1	1.18	15.59599972	1	8
998	0	0.59	32.45500183	1	9
999	1	0.79	23.37999916	0	8
1000	1	1.24	26.48699951	0	10
1001	1	0.97	20.71800041	0	5
1002	1	0.73	8.649000168	1	8
1003	1	0.82	24.79400063	1	9
1004	0	0.75	17.59000015	0	0
1005	0	1.05	42.51699829	1	0
1006	0	0.53	27.7329998	0	0
1007	1	0.55	11.45600033	0	0
1008	0	0.83	23.38100052	1	0
1009	1	0.51	32.48799896	1	8
1010	1	0.74	31.21500015	0	5
1011	1	0.75	12.24100018	1	5
1012	0	0.65	35.47800064	1	8
1013	1	1.04	39.54100037	0	5
1014	1	1.47	40.04499817	0	10
1015	0	1.07	2.108999968	0	8
1016	1	2.11	23.10899925	0	7
1017	0	1.5	7.369999886	0	11
1018	0	1.8	16.68600082	1	0
1019	1	1.8	25.97100067	0	0
1020	1	2.65	7.763000011	1	11
1021	1	1.9	8.967000008	1	0
1022	0	1.71	13.57299995	1	0
1023	0	2.44	45.53300095	0	5
1024	1	0.52	32.53099823	0	5
1025	1	0.99	40.94800186	1	11
1026	1	0.93	58.74599838	0	0
1027	0	0.95	55.11000061	0	7
1028	0	1.56	26.72200012	0	8
1029	0	1.48	19.15699959	0	0
1030	1	1.53	16.23200035	0	10
1031	1	1.48	23.8390007	1	0
1032	1	1.06	57.3409996	0	10
1033	0	1.03	53.81200027	0	0
1034	0	0.67	18.86599922	0	10
1035	0	0.58	26.48200035	0	10
1036	1	0.67	27.92900085	0	0
1037	0	0.56	27.41200066	1	0
1038	1	0.69	33.43000031	0	12
1039	1	0.83	48.33399963	0	5
1040	1	1.11	61.4070015	0	0
1041	0	0.63	59.64199829	1	6
1042	1	1.22	34.2820015	0	0
1043	1	0.98	38.78499985	0	9
1044	1	1.04	35.74900055	0	11
1045	1	0.94	41.5890007	0	0
1046	0	2.16	5.360000134	0	10
1047	1	0.93	24.50099945	0	7
1048	0	0.53	23.79199982	0	8
1049	1	0.98	29.7159996	0	5
1050	0	0.75	28	0	5
1051	1	0.6	45.02799988	1	4
1052	1	1.47	48.77299881	1	0
1053	1	2.41	43.55899811	0	5
1054	1	0.75	78.53299713	1	8
1055	0	1.02	84.39299774	0	5
1056	0	1.28	88.41899872	1	5
1057	0	1.16	124.9140015	1	5
1058	0	1.46	150.2109985	0	5
1059	0	1.34	110.5179977	1	5
1060	1	2	79.31600189	1	0
1061	1	1.15	41.97399902	0	6
1062	1	1.09	59.79499817	0	10
1063	1	1.38	102.7399979	1	10
1064	1	1.99	91.3730011	1	8
1065	1	2.21	134.4210052	0	8
1066	1	1.67	152.8910065	1	0
1067	0	1.49	49.54499817	1	0
1068	0	1.24	39.06900024	1	0
1069	1	1.57	111.2480011	1	5
1070	1	0.75	69.38999939	1	0
1071	1	1.19	28.88299942	0	0
1072	0	1.39	11.20899963	1	5
1073	1	0.98	36.34899902	1	0
1074	1	1.13	30.20999908	1	0
1075	1	0.72	32.09999847	1	0
1076	1	0.95	17.99699974	1	0
1077	1	1.51	29.5340004	1	0
1078	1	1.35	17.15399933	1	0
1079	1	1.42	12.40299988	1	0
1080	0	1.43	38.14599991	1	10
1081	0	0.75	22.73800087	0	0
1082	0	0.98	10.39700031	0	8
1083	1	0.72	5.271999836	1	0
1084	1	1.89	20.51399994	1	0
1085	0	1.72	36.00699997	0	9
1086	0	1.92	29.44099998	0	0
1087	0	0.55	17.63899994	1	10
1088	0	0.53	32.50600052	0	5
1089	1	1.29	35.66899872	1	7
1090	1	0.76	35.66899872	0	11
1091	0	0.53	39.95500183	0	4
1092	1	0.7	60.47900009	1	8
1093	0	0.62	84.7519989	0	0
1094	0	0.69	60.75099945	0	6
1095	1	0.98	24.50799942	0	0
1096	1	0.93	32.99100113	1	10
1097	0	1.23	17.25900078	0	0
1098	0	0.94	8.524000168	1	9
1099	1	1.05	54.19300079	1	0
1100	0	0.85	32.2879982	1	8
1101	0	0.82	36.56800079	0	0
1102	0	0.72	49.76100159	0	0
1103	0	0.61	41.09799957	0	0
1104	0	0.72	12.10400009	0	0
1105	1	1.14	66.45400238	0	5
1106	0	0.69	37.69599915	0	0
1107	0	1.02	22.32500076	0	0
1108	1	0.62	43.95399857	0	4
1109	0	0.57	21.96999931	0	5
1110	0	0.52	24.04800034	0	0
1111	0	0.52	21.14599991	0	11
1112	0	0.51	13.96399975	0	0
1113	0	0.65	22.28300095	1	5
1114	0	0.68	11.06099987	0	0
1115	0	3.73	173.871994	0	10
1116	0	1.14	89.22799683	0	0
1117	1	1.35	16.6439991	0	12
1118	0	1	5.460999966	0	12
1119	0	1.78	23.17300034	0	0
1120	0	0.75	16.15600014	0	12
1121	0	0.66	22.40800095	0	0
1122	0	0.63	14.2159996	0	5
1123	1	1.18	36.0530014	0	5
1124	1	1.05	11.50699997	0	10
1125	0	1.43	8.286999702	1	14
1126	0	0.81	12.22599983	1	3
1127	0	1.25	35.45000076	0	10
1128	0	0.96	10.02999973	0	7
1129	0	0.53	18.93300056	0	0
1130	0	0.71	11.01500034	1	8
1131	0	1.78	13.19499969	0	7
1132	0	1.32	34.72200012	0	5
1133	0	0.56	24.69499969	0	0
1134	1	1.21	39.87200165	0	0
1135	1	1.44	33.15200043	0	10
1136	1	1.63	26.73999977	0	8
1137	0	0.87	6.855999947	1	10
1138	1	0.56	34.96900177	0	5
1139	1	1.92	10.39799976	1	0
1140	0	0.91	38.93199921	1	5
1141	1	1.34	33.90599823	1	5
1142	1	1.43	27.02599907	1	12
1143	0	1	45.68600082	0	13
1144	1	0.65	8.277000427	0	10
1145	0	1.49	12.59799957	0	4
1146	1	0.71	28.22500038	1	10
1147	1	1.03	39.93399811	0	9
1148	0	1.05	7.242000103	0	0
1149	1	0.89	40.07099915	0	12
1150	1	3.03	57.10499954	0	8
1151	1	4.77	38.88299942	0	5
1152	1	1.1	59.51800156	0	10
1153	1	1.37	40.54499817	0	0
1154	1	1.41	21.29599953	0	0
1155	1	1.27	33.43899918	0	8
1156	1	0.93	34.50299835	0	10
1157	1	0.91	16.22800064	0	0
1158	1	1.04	51.73899841	0	0
1159	1	1.54	41.65499878	0	5
1160	1	0.92	48.01200104	0	5
1161	1	1.64	40.23799896	0	5
1162	1	1.43	31.33399963	0	0
1163	1	0.85	16.94400024	0	0
1164	1	0.71	17.95899963	0	5
1165	1	0.96	17.7670002	0	0
1166	1	0.75	22.67900085	0	0
1167	1	1.29	32.9659996	1	0
1168	1	0.87	21.93899918	0	0
1169	1	0.58	37.30899811	0	0
1170	1	0.73	14.41499996	0	10
1171	1	1.8	17.18400002	0	10
1172	1	1.82	63.56200027	0	0
1173	1	1.66	62.95999908	0	0
1174	1	0.88	46.52700043	0	0
1175	0	1.23	39.78099823	0	0
1176	1	1.71	29.21199989	0	0
1177	1	0.87	25.41600037	0	5
1178	1	0.76	21.42099953	0	0
1179	0	2.01	35.21900177	0	0
1180	1	1.74	40.78499985	0	0
1181	0	1.78	46.97200012	0	0
1182	0	1.74	83.90499878	0	0
1183	0	2.22	35.18000031	0	5
1184	0	1.29	156.0180054	0	0
1185	0	2.87	116.5169983	0	0
1186	0	1.71	111.8809967	0	5
1187	1	2.21	114.776001	0	10
1188	1	2.58	119.8769989	1	8
1189	1	1.69	150.3309937	0	0
1190	1	0.7	61.2159996	0	0
1191	1	1.45	44.75500107	0	0
1192	1	1.2	34.74200058	0	0
1193	1	1.22	58.5359993	0	0
1194	0	1.36	49.79100037	0	5
1195	1	1.12	57.44100189	0	0
1196	1	0.88	16.03300095	0	5
1197	1	1.64	19.42300034	1	5
1198	1	1.37	15.29800034	1	5
1199	1	1.01	8.140000343	0	5
1200	0	0.62	34.95800018	0	5
1201	1	1.14	41.53699875	0	10
1202	0	1.69	50.39500046	0	5
1203	1	2.38	49.76200104	0	5
1204	1	1.51	32.24900055	1	0
1205	1	1.28	23.2670002	1	0
1206	0	1.4	34.29299927	0	0
1207	0	1.2	50.83200073	1	0
1208	0	1.14	46.4090004	0	0
1209	0	2.08	31.72299957	0	5
1210	0	1.7	17.88400078	0	0
1211	1	1.07	20.69799995	0	5
1212	0	1.19	25.79400063	0	0
1213	1	1.32	42.31200027	0	4
1214	1	2.01	43.73699951	0	5
1215	0	2.88	38.74599838	0	5
1216	1	1.24	15.05500031	0	5
1217	0	2.89	7.552999973	0	5
1218	1	2.77	26.50499916	0	5
1219	1	0.78	35.5870018	0	11
1220	0	1.99	18.81999969	0	5
1221	1	2.25	25.51499939	0	5
1222	1	1.41	14.79100037	0	5
1223	0	0.66	8.720999718	0	5
1224	1	0.62	4.136000156	0	0
1225	1	1.28	19.27400017	0	0
1226	1	1.51	31.34700012	0	0
1227	1	0.75	30.94499969	0	0
1228	1	0.79	35.87200165	0	0
1229	1	0.63	50.45800018	0	0
1230	1	0.68	53.81800079	0	0
1231	1	1.25	52.13199997	0	0
1232	1	1.09	54.01699829	0	0
1233	0	0.66	49.05500031	0	0
1234	1	1.11	39.10300064	0	0
1235	1	2.2	35.48400116	0	0
1236	1	1.01	53.84500122	0	0
1237	0	0.56	49.44100189	0	0
1238	0	0.64	69.08499908	0	0
1239	1	0.67	65.27500153	0	0
1240	1	1.11	88.04299927	0	0
1241	1	1.38	62.625	0	0
1242	0	0.85	62.04899979	0	0
1243	0	0.8	69.1989975	0	0
1244	1	1.26	42.8030014	0	0
1245	0	1.96	36.875	0	0
1246	0	0.92	36.49399948	0	0
1247	0	0.87	48.38899994	0	6
1248	1	3.93	24.94799995	0	0
1249	1	1.01	32.76200104	0	0
1250	0	1.81	60.57899857	0	0
1251	0	3.92	82.87000275	0	0
1252	0	1.68	62.51399994	0	0
1253	1	1.23	64.11499786	0	0
1254	1	0.75	82.02700043	0	0
1255	1	0.74	38.9469986	0	0
1256	1	1.2	34.33100128	0	0
1257	1	2.04	39.42200089	0	0
1258	0	1.34	26.51799965	0	0
1259	0	1.19	29.21500015	0	0
1260	0	0.63	49.85400009	0	0
1261	0	1.13	97.51300049	0	0
1262	0	2.24	90.9240036	0	0
1263	0	2.21	80.84400177	0	0
1264	0	1.35	54.50500107	0	0
1265	1	0.64	57.73699951	0	0
1266	1	2	89.97100067	0	0
1267	0	2.85	87.01899719	1	0
1268	0	2.09	87.14099884	0	0
1269	0	1.9	68.42299652	0	0
1270	1	3.58	94.08699799	0	0
1271	0	3.31	83.30999756	0	0
1272	1	0.89	16.43400002	0	0
1273	0	0.6	59.76100159	0	0
1274	0	2.47	37.57899857	0	0
1275	1	1.76	44.47200012	1	8
1276	1	2.87	53.56499863	1	10
1277	1	2.82	47.28499985	1	10
1278	1	1.7	66.91899872	0	0
1279	1	1.81	51.25099945	0	0
1280	1	2.43	39.35100174	0	0
1281	0	0.51	59.2840004	0	0
1282	1	2.55	54.24100113	0	0
1283	1	1.91	55.20600128	0	0
1284	1	2.17	33.60900116	0	0
1285	1	1.23	75.47100067	0	9
1286	1	3.17	19.22400093	0	0
1287	1	1.37	5.512000084	0	0
1288	1	2.4	17.16500092	0	0
1289	1	1.71	19.25900078	0	0
1290	1	2.92	12.96700001	0	0
1291	1	1.81	20.5170002	0	0
1292	1	2.86	39.75299835	0	0
1293	1	3.16	41.4620018	0	0
1294	1	2.63	71.74900055	0	0
1295	1	1.91	59.47100067	0	0
1296	1	1.1	27.46500015	0	10
1297	1	4.68	82.81400299	0	0
1298	1	4.27	76.91600037	0	0
1299	1	2.31	40.69800186	0	0
1300	1	1.6	15.3579998	0	0
1301	1	2.47	17.7310009	0	0
1302	0	2.3	11.04100037	1	10
1303	1	1.77	33.25299835	0	10
1304	1	2.24	33.33000183	0	10
1305	1	3.09	50.04499817	0	5
1306	1	0.58	54.79899979	0	8
1307	1	1.79	47.42699814	0	0
1308	1	2.95	60.54199982	0	0
1309	1	3.67	77.98300171	0	6
1310	1	1.63	82.75	1	7
1311	1	2.21	57.57099915	0	9
1312	1	2.2	82.75900269	0	0
1313	1	1.37	106.0530014	0	9
1314	1	1.25	78.67900085	0	9
1315	1	2.59	9.994000435	0	10
1316	1	1.71	100.5490036	0	10
1317	1	3.03	10.36600018	0	12
1318	1	1.06	6.114999771	0	0
1319	1	2.52	25.00300026	0	10
1320	1	1	28.43099976	0	6
1321	0	2.05	29.32999992	1	4
1322	0	1.44	25.14999962	0	10
1323	0	1.46	9.295000076	0	5
1324	1	1.32	12.50399971	0	5
1325	1	0.52	7.728000164	1	0
1326	1	0.89	25.25799942	0	0
1327	1	0.92	19.47999954	0	5
1328	1	0.54	14.36299992	0	0
1329	1	0.53	19.41900063	0	0
1330	1	0.84	21.28100014	0	0
1331	1	1.34	40.07699966	0	0
1332	1	1.19	31.39900017	0	10
1333	1	0.95	49.77600098	0	0
1334	0	3.12	84.58699799	0	0
1335	1	3.1	78.01899719	0	0
1336	1	3.04	88.1309967	0	0
1337	1	0.58	31.49699974	0	0
1338	0	1.64	40.45199966	0	10
1339	0	1.48	47.1269989	0	8
1340	0	0.69	11.85000038	0	0
1341	0	0.51	12.125	0	12
1342	1	0.63	29.73999977	1	12
1343	1	0.53	15.34500027	0	0
1344	1	0.61	51.63600159	0	0
1345	0	0.69	49.92699814	0	10
1346	0	0.94	62.92599869	0	0
1347	1	0.67	17.27000046	0	0
1348	0	1.23	35.60100174	0	11
1349	0	0.92	40.10699844	1	0
1350	1	1.71	57.70100021	0	0
1351	1	1.22	42.89300156	0	0
1352	1	4.19	31.54100037	0	5
1353	1	2.03	64.08899689	1	8
1354	1	3.96	38.61700058	0	9
1355	1	3.78	42.90000153	0	0
1356	1	2.56	43.88000107	0	5
1357	1	4.53	123.5810013	0	0
1358	1	2.29	144.7089996	1	5
1359	1	3.21	154.595993	0	6
1360	1	1.76	134.1029968	0	8
1361	0	2.38	58.61199951	0	5
1362	1	1.56	63.58000183	1	5
1363	1	0.85	53.125	0	5
1364	0	1.12	61.36899948	0	5
1365	1	0.7	21.57799911	0	0
1366	1	1.34	20.5359993	0	5
1367	0	0.91	33.7879982	0	5
1368	0	0.69	8.300999641	1	0
1369	0	1.2	24.14100075	1	0
1370	0	0.75	53.30699921	1	5
1371	0	0.88	64.12599945	1	5
1372	0	1	149.2929993	1	8
1373	0	1.96	130.201004	1	10
1374	0	1.24	114.2630005	1	8
1375	0	0.77	110.4589996	1	8
1376	0	0.67	112.7549973	1	7
1377	0	1.24	84.60600281	0	5
1378	0	1.48	90.44599915	0	5
1379	1	1.02	3.697000027	0	0
1380	1	1.56	22.56500053	0	5
1381	0	1.52	8.17800045	0	5
1382	1	1.25	20.56399918	0	5
1383	1	0.56	20.9260006	0	0
1384	1	1.24	17.86700058	0	0
1385	1	0.6	8.715000153	0	0
1386	1	1.05	16.66500092	0	0
1387	1	0.93	30.9279995	0	6
1388	1	0.57	49.45199966	0	0
1389	1	3.72	25.81599998	0	8
1390	1	0.7	30.64599991	0	0
1391	1	0.81	29.82299995	0	0
1392	1	0.57	21.43000031	1	9
1393	1	1.46	12.00300026	0	8
1394	0	0.94	7.236999989	0	6
1395	0	1.19	15.40699959	0	9
1396	0	1.26	7.480999947	1	10
1397	1	1.31	29.9260006	0	0
1398	1	1.03	25.8390007	0	0
1399	1	1.07	16.0909996	0	0
1400	0	0.58	22.93000031	1	12
1401	1	0.7	19.01199913	0	0
1402	1	0.61	26.52799988	0	0
1403	0	0.66	9.498000145	0	0
1404	0	0.63	16.92000008	1	4
1405	0	0.86	22.7329998	1	4
1406	0	0.63	11.34399986	0	0
1407	0	0.61	4.651000023	0	10
1408	1	0.85	3.569000006	0	10
1409	1	0.61	15.49199963	0	5
1410	0	0.51	14.56299973	0	10
1411	1	2.52	28.1609993	0	5
1412	0	0.53	7.988999844	0	9
1413	1	1.15	3.611999989	0	0
1414	1	1.02	26.37400055	1	8
1415	1	0.85	10.72099972	1	6
1416	0	1.1	23.24600029	0	0
1417	0	3.43	27.76499939	1	0
1418	1	0.56	32.14699936	1	10
1419	1	1.58	39.3409996	0	7
1420	0	1.83	10.125	0	10
1421	1	0.83	29.32900047	1	5
1422	1	1.08	20.61100006	1	10
1423	1	1.28	19.88500023	1	2
1424	1	0.9	4.118999958	1	11
1425	1	1.23	12.7130003	1	0
1426	1	0.52	13.59300041	0	12
1427	1	0.96	19.54299927	1	5
1428	1	1.26	16.85000038	1	0
1429	0	1.19	20.38899994	1	7
1430	1	0.55	16.93600082	1	10
1431	1	0.63	7.191999912	1	6
1432	1	0.97	8.06000042	0	10
1433	0	1.25	7.012000084	1	0
1434	1	0.97	63.15000153	0	5
1435	1	1.46	57.36100006	0	0
1436	1	0.72	34.43899918	0	10
1437	0	3.74	2.453999996	1	0
1438	0	5.24	36.4090004	0	10
1439	1	1.21	9.213000298	0	9
1440	0	0.56	14.37800026	0	0
1441	0	0.53	10.44900036	1	2
1442	0	1.64	50.49100113	0	3
1443	0	0.73	7.502999783	0	0
1444	0	1.09	15.6619997	0	0
1445	1	1.44	12.39299965	1	0
1446	0	0.9	17.1590004	0	5
1447	1	1.49	12.51900005	0	8
1448	0	1.28	0.925999999	1	5
1449	1	0.52	2.790999889	0	0
1450	1	0.77	24.68899918	1	9
1451	1	0.82	27.15699959	0	10
1452	1	0.74	12.01500034	0	14
1453	1	1.55	30.0170002	0	10
1454	1	2.18	15.94099998	0	10
1455	1	1.07	20.20299911	0	10
1456	1	1.07	8.583999634	1	0
1457	0	1.44	26.5359993	1	8
1458	1	1.37	41	1	0
1459	1	0.98	46.43899918	1	8
1460	1	0.62	3.032000065	0	3
1461	1	0.63	36.77299881	0	5
1462	1	2.17	41.70999908	0	5
1463	1	0.9	34.65399933	1	0
1464	1	1.85	43.42599869	1	0
1465	1	1.44	28.47699928	1	10
1466	1	1.03	9.640000343	0	10
1467	1	0.63	11.97399998	1	0
1468	1	1.46	7.27699995	0	10
1469	0	2.21	19.32099915	0	5
1470	1	1.01	6.506999969	0	0
1471	1	0.77	25.95199966	0	0
1472	1	0.64	16.8579998	0	9
1473	1	0.66	19.26499939	0	7
1474	0	0.6	72.83300018	0	0
1475	1	0.86	63.32500076	0	9
1476	0	1	22.18199921	1	5
1477	1	1.75	24.18300056	1	10
1478	0	1.76	24.69099998	1	2
1479	0	1.02	26.79500008	0	5
1480	1	1.8	5.284999847	0	10
1481	0	2.99	31.43899918	0	6
1482	1	0.87	66.95800018	1	0
1483	1	1.19	13.22999954	0	10
1484	1	3.26	23.03000069	1	3
1485	1	6.53	36.41400146	1	12
1486	1	4.22	30.61899948	0	12
1487	0	3.67	12.47999954	1	6
1488	1	3.58	5.388000011	0	10
1489	1	3.21	7.758999825	0	3
1490	1	3.52	42.0870018	0	12
1491	1	3.32	6.389999866	0	12
1492	1	2	14.6239996	0	0
1493	1	2.89	11.28299999	0	8
1494	1	3.12	11.56700039	0	8
1495	1	2.13	86.01799774	0	6
1496	1	1.68	9.56099987	0	5
1497	0	0.88	28.65399933	1	7
1498	1	2.69	41.07500076	0	5
1499	1	3.36	41.85400009	0	0
1500	1	2.18	27.58499908	0	8
1501	0	1.36	10.47099972	0	0
1502	1	3.46	34.26900101	0	9
1503	1	2.88	24.09799957	0	0
1504	1	2.1	10.96500015	0	0
1505	1	2.45	5.013999939	0	0
1506	1	2.98	32.11000061	0	5
1507	1	2.27	27.53899956	0	0
1508	1	2.37	32.4620018	0	5
1509	1	1.67	14.04300022	1	9
1510	1	2.08	11.09500027	0	0
1511	1	2.17	8.18200016	1	5
1512	1	2.18	3.674999952	1	8
1513	1	1.92	16.35300064	1	0
1514	1	2.61	22.68600082	0	0
1515	1	2.03	32.11999893	0	5
1516	1	5.06	15.07999992	0	0
1517	1	2.38	5.256000042	0	5
1518	1	2.96	19.84199905	1	9
1519	1	3.12	22.29000092	0	10
1520	0	1.67	46.03499985	0	7
1521	1	2.39	23.83799934	0	0
1522	1	2.66	28.57900047	0	0
1523	1	3.31	20.13299942	0	6
1524	1	5.41	11.69299984	0	6
1525	0	2.41	25.02899933	1	3
1526	0	0.62	20.16799927	0	0
1527	1	1.28	15.56400013	0	2
1528	1	2.04	19.06999969	1	4
1529	1	2.31	31.52700043	0	0
1530	1	2.46	17.61800003	1	0
1531	0	1.92	33.63100052	0	0
1532	1	3.26	37.97900009	1	7
