"org" "year" "survey" "bush" "state" "edu" "age" "female" "black" "weight"
"11757" "cbsnyt" 7 "9158" 1 17 3 2 1 0 908
"11758" "cbsnyt" 7 "9158" 1 22 4 2 0 0 708
"11759" "cbsnyt" 7 "9158" 1 33 4 2 0 0 1062
"11760" "cbsnyt" 7 "9158" 1 10 1 2 0 1 1826
"11761" "cbsnyt" 7 "9158" 1 44 2 4 0 0 1116
"11762" "cbsnyt" 7 "9158" 1 33 4 1 1 1 1958
"11763" "cbsnyt" 7 "9158" 1 25 2 3 1 0 827
"11764" "cbsnyt" 7 "9158" 1 23 2 2 0 0 1020
"11765" "cbsnyt" 7 "9158" 1 19 2 1 0 0 1396
"11766" "cbsnyt" 7 "9158" 0 21 2 1 0 1 2223
"11767" "cbsnyt" 7 "9158" 0 49 2 3 0 0 1049
"11768" "cbsnyt" 7 "9158" 0 41 2 4 1 0 440
"11769" "cbsnyt" 7 "9158" 1 49 2 2 1 0 395
"11770" "cbsnyt" 7 "9158" NA 39 3 3 1 0 344
"11771" "cbsnyt" 7 "9158" NA 19 1 4 1 0 2083
"11772" "cbsnyt" 7 "9158" 0 33 4 2 1 0 558
"11773" "cbsnyt" 7 "9158" 0 39 4 4 0 0 603
"11774" "cbsnyt" 7 "9158" 0 11 2 3 1 1 610
"11775" "cbsnyt" 7 "9158" 1 39 2 4 1 0 421
"11776" "cbsnyt" 7 "9158" 1 10 2 1 0 0 1396
"11777" "cbsnyt" 7 "9158" 1 10 2 2 1 0 790
"11778" "cbsnyt" 7 "9158" NA 24 4 2 0 0 707
"11779" "cbsnyt" 7 "9158" 0 21 2 3 1 0 414
"11780" "cbsnyt" 7 "9158" 1 44 4 3 1 0 1027
"11781" "cbsnyt" 7 "9158" 1 44 4 2 1 0 548
"11782" "cbsnyt" 7 "9158" NA 24 4 2 0 0 707
"11783" "cbsnyt" 7 "9158" 1 33 2 3 1 0 421
"11784" "cbsnyt" 7 "9158" 1 44 4 4 0 0 790
"11785" "cbsnyt" 7 "9158" 1 18 2 2 1 0 395
"11786" "cbsnyt" 7 "9158" 1 44 4 4 1 0 311
"11787" "cbsnyt" 7 "9158" 1 43 4 2 1 0 274
"11788" "cbsnyt" 7 "9158" NA 33 2 3 1 0 843
"11789" "cbsnyt" 7 "9158" 1 33 4 3 1 0 697
"11790" "cbsnyt" 7 "9158" 1 44 2 1 1 0 1101
"11791" "cbsnyt" 7 "9158" 1 34 2 1 0 0 1396
"11792" "cbsnyt" 7 "9158" 1 31 3 1 0 0 1171
"11793" "cbsnyt" 7 "9158" 1 5 2 4 1 0 1474
"11794" "cbsnyt" 7 "9158" 1 34 4 2 1 0 548
"11795" "cbsnyt" 7 "9158" 1 31 1 2 0 0 2336
"11796" "cbsnyt" 7 "9158" 0 14 1 4 1 0 1060
"11797" "cbsnyt" 7 "9158" 1 18 2 3 1 0 1241
"11798" "cbsnyt" 7 "9158" NA 10 2 1 1 0 1101
"11799" "cbsnyt" 7 "9158" NA 4 3 4 1 0 354
"11800" "cbsnyt" 7 "9158" 0 22 4 1 1 0 332
"11801" "cbsnyt" 7 "9158" 1 43 2 3 1 0 414
"11802" "cbsnyt" 7 "9158" 1 6 4 1 1 0 364
"11803" "cbsnyt" 7 "9158" NA 44 4 4 0 0 790
"11804" "cbsnyt" 7 "9158" 0 14 4 2 1 0 836
"11805" "cbsnyt" 7 "9158" 1 31 3 2 1 0 606
"11806" "cbsnyt" 7 "9158" 1 39 2 1 0 0 2132
"11807" "cbsnyt" 7 "9158" 0 10 4 3 0 0 868
"11808" "cbsnyt" 7 "9158" 0 34 1 2 1 0 2712
"11809" "cbsnyt" 7 "9158" 1 10 2 4 0 0 1116
"11810" "cbsnyt" 7 "9158" 0 39 3 2 1 0 606
"11811" "cbsnyt" 7 "9158" 0 15 2 3 0 0 1068
"11812" "cbsnyt" 7 "9158" 1 22 3 2 1 0 606
"11813" "cbsnyt" 7 "9158" 1 44 4 2 0 0 348
"11814" "cbsnyt" 7 "9158" 1 14 3 2 1 0 303
"11815" "cbsnyt" 7 "9158" 1 10 2 4 0 0 1116
"11816" "cbsnyt" 7 "9158" 1 44 4 1 1 0 326
"11817" "cbsnyt" 7 "9158" 1 47 3 1 0 0 575
"11818" "cbsnyt" 7 "9158" 1 18 3 1 0 0 1150
"11819" "cbsnyt" 7 "9158" 1 44 3 1 1 0 453
"11820" "cbsnyt" 7 "9158" 0 40 3 2 1 0 606
"11821" "cbsnyt" 7 "9158" 0 37 3 2 0 0 755
"11822" "cbsnyt" 7 "9158" 0 36 2 2 1 0 804
"11823" "cbsnyt" 7 "9158" 1 18 3 3 0 0 429
"11824" "cbsnyt" 7 "9158" NA 43 1 3 1 0 1056
"11825" "cbsnyt" 7 "9158" 0 39 2 4 0 0 1069
"11826" "cbsnyt" 7 "9158" 1 33 2 2 0 0 2042
"11827" "cbsnyt" 7 "9158" 1 43 3 1 1 0 906
"11828" "cbsnyt" 7 "9158" 0 24 2 2 1 0 804
"11829" "cbsnyt" 7 "9158" 0 10 1 1 1 0 1101
"11830" "cbsnyt" 7 "9158" 1 36 4 1 1 0 331
"11831" "cbsnyt" 7 "9158" 1 14 2 3 1 0 1683
"11832" "cbsnyt" 7 "9158" 1 10 4 2 1 0 548
"11833" "cbsnyt" 7 "9158" 1 10 4 2 1 0 548
"11834" "cbsnyt" 7 "9158" 1 11 2 1 1 0 550
"11835" "cbsnyt" 7 "9158" 1 10 1 4 0 0 2642
"11836" "cbsnyt" 7 "9158" 1 33 3 3 1 0 516
"11837" "cbsnyt" 7 "9158" 0 39 2 1 1 0 1121
"11838" "cbsnyt" 7 "9158" 1 17 2 3 1 0 842
"11839" "cbsnyt" 7 "9158" 0 26 4 2 1 0 836
"11840" "cbsnyt" 7 "9158" 1 47 2 2 1 0 790
"11841" "cbsnyt" 7 "9158" 1 10 3 2 1 0 297
"11842" "cbsnyt" 7 "9158" 0 50 3 1 1 0 922
"11843" "cbsnyt" 7 "9158" 1 11 4 2 0 0 695
"11844" "cbsnyt" 7 "9158" 1 18 2 2 1 0 395
"11845" "cbsnyt" 7 "9158" 1 50 2 2 1 0 804
"11846" "cbsnyt" 7 "9158" 1 33 2 1 0 0 1066
"11847" "cbsnyt" 7 "9158" 1 28 4 3 1 0 696
"11848" "cbsnyt" 7 "9158" 1 43 2 3 0 0 1049
"11849" "cbsnyt" 7 "9158" 0 24 2 3 0 0 534
"11850" "cbsnyt" 7 "9158" 0 19 3 2 0 0 755
"11851" "cbsnyt" 7 "9158" 1 31 4 1 1 0 829
"11852" "cbsnyt" 7 "9158" 1 33 3 2 1 0 757
"11853" "cbsnyt" 7 "9158" 0 26 3 4 0 0 914
"11854" "cbsnyt" 7 "9158" 1 23 3 2 1 0 303
"11855" "cbsnyt" 7 "9158" 1 14 3 2 0 0 384
"11856" "cbsnyt" 7 "9158" 1 43 4 1 1 0 652
"11857" "cbsnyt" 7 "9158" 1 44 2 2 1 0 790
"11858" "cbsnyt" 7 "9158" 1 18 1 3 0 0 4017
"11859" "cbsnyt" 7 "9158" 1 4 2 1 1 0 1101
"11860" "cbsnyt" 7 "9158" 1 14 2 1 1 0 1120
"11861" "cbsnyt" 7 "9158" 1 26 4 2 1 0 558
"11862" "cbsnyt" 7 "9158" 1 1 2 2 0 0 1003
"11863" "cbsnyt" 7 "9158" 1 45 4 1 0 0 923
"11864" "cbsnyt" 7 "9158" 1 17 2 2 1 0 1206
"11865" "cbsnyt" 7 "9158" 1 44 4 1 0 0 413
"11866" "cbsnyt" 7 "9158" 0 25 1 2 1 0 2712
"11867" "cbsnyt" 7 "9158" 1 3 3 3 0 0 479
"11868" "cbsnyt" 7 "9158" 1 44 2 2 1 0 790
"11869" "cbsnyt" 7 "9158" 1 5 4 2 1 0 918
"11870" "cbsnyt" 7 "9158" 1 43 4 1 1 0 652
"11871" "cbsnyt" 7 "9158" 0 25 2 2 0 1 1597
"11872" "cbsnyt" 7 "9158" 1 3 4 1 0 0 923
"11873" "cbsnyt" 7 "9158" 0 50 4 2 1 0 279
"11874" "cbsnyt" 7 "9158" 1 44 2 1 0 0 4188
"11875" "cbsnyt" 7 "9158" 1 43 2 4 0 0 1116
"11876" "cbsnyt" 7 "9158" NA 5 3 2 1 0 332
"11877" "cbsnyt" 7 "9158" 0 50 2 2 1 0 804
"11878" "cbsnyt" 7 "9158" 0 5 4 1 0 0 923
"11879" "cbsnyt" 7 "9158" 0 6 2 2 1 0 441
"11880" "cbsnyt" 7 "9158" 0 5 4 2 0 0 776
"11881" "cbsnyt" 7 "9158" 1 5 3 3 0 0 957
"11882" "cbsnyt" 7 "9158" 1 5 2 1 1 0 1229
"11883" "cbsnyt" 7 "9158" 0 5 4 1 0 0 923
"11884" "cbsnyt" 7 "9158" 0 48 1 1 1 0 1229
"11885" "cbsnyt" 7 "9158" 1 48 4 1 0 0 923
"11886" "cbsnyt" 7 "9158" 1 51 3 2 0 0 842
"11887" "cbsnyt" 7 "9158" 1 5 4 1 0 0 461
"11888" "cbsnyt" 7 "9158" 1 32 4 2 0 0 776
"11889" "cbsnyt" 7 "9158" 1 5 2 1 1 0 1229
"11890" "cbsnyt" 7 "9158" 1 5 4 2 0 0 388
"11891" "cbsnyt" 7 "9158" 1 5 4 2 0 0 776
"11892" "cbsnyt" 7 "9158" 0 5 4 3 0 1 1157
"11893" "cbsnyt" 7 "9158" 0 5 4 4 1 0 918
"11894" "cbsnyt" 7 "9158" 0 5 1 4 0 1 4698
"11895" "cbsnyt" 7 "9158" 0 48 4 3 0 0 485
"11896" "cbsnyt" 7 "9158" 1 38 2 3 0 0 1171
"11897" "cbsnyt" 7 "9158" 0 48 2 1 1 0 1229
"11898" "cbsnyt" 7 "9158" 0 33 2 2 1 1 1188
"11899" "cbsnyt" 7 "9158" 1 33 2 3 1 0 843
"11900" "cbsnyt" 7 "9158" 0 39 2 3 1 0 1264
"11901" "cbsnyt" 7 "9158" NA 39 2 3 0 0 1069
"11902" "cbsnyt" 7 "9158" 1 39 3 3 1 0 689
"11903" "cbsnyt" 7 "9158" 1 33 3 3 1 0 861
"11904" "cbsnyt" 7 "9158" 1 22 4 2 1 0 279
"11905" "cbsnyt" 7 "9158" 0 33 4 2 1 0 558
"11906" "cbsnyt" 7 "9158" NA 22 2 1 1 0 1121
"11907" "cbsnyt" 7 "9158" 0 33 4 3 0 0 442
"11908" "cbsnyt" 7 "9158" 0 33 2 1 1 1 4134
"11909" "cbsnyt" 7 "9158" 0 33 2 2 1 0 805
"11910" "cbsnyt" 7 "9158" 1 33 4 1 0 0 421
"11911" "cbsnyt" 7 "9158" 1 33 1 3 0 0 4091
"11912" "cbsnyt" 7 "9158" 1 33 4 2 0 0 354
"11913" "cbsnyt" 7 "9158" 0 39 4 2 1 0 279
"11914" "cbsnyt" 7 "9158" 1 7 1 4 1 0 530
"11915" "cbsnyt" 7 "9158" 1 40 2 1 1 0 3362
"11916" "cbsnyt" 7 "9158" 0 33 4 3 1 0 523
"11917" "cbsnyt" 7 "9158" 1 22 3 2 1 0 606
"11918" "cbsnyt" 7 "9158" 1 33 3 2 1 0 606
"11919" "cbsnyt" 7 "9158" 1 31 4 3 0 0 442
"11920" "cbsnyt" 7 "9158" 0 50 3 3 1 0 688
"11921" "cbsnyt" 7 "9158" 0 33 4 2 0 0 708
"11922" "cbsnyt" 7 "9158" 0 23 3 2 1 0 303
"11923" "cbsnyt" 7 "9158" 0 31 2 3 1 0 843
"11924" "cbsnyt" 7 "9158" 1 39 2 4 1 0 448
"11925" "cbsnyt" 7 "9158" 1 33 3 2 0 0 384
"11926" "cbsnyt" 7 "9158" 1 15 2 3 1 0 842
"11927" "cbsnyt" 7 "9158" 1 26 2 1 1 0 1120
"11928" "cbsnyt" 7 "9158" 0 33 3 2 1 0 606
"11929" "cbsnyt" 7 "9158" 1 31 2 1 1 0 1121
"11930" "cbsnyt" 7 "9158" 1 39 2 2 1 0 805
"11931" "cbsnyt" 7 "9158" 1 36 2 3 1 0 421
"11932" "cbsnyt" 7 "9158" 1 36 3 1 0 0 1169
"11933" "cbsnyt" 7 "9158" 1 36 2 3 1 0 1263
"11934" "cbsnyt" 7 "9158" 0 40 4 2 1 0 558
"11935" "cbsnyt" 7 "9158" 0 33 4 2 1 0 279
"11936" "cbsnyt" 7 "9158" 1 39 2 3 1 0 1264
"11937" "cbsnyt" 7 "9158" 1 39 2 1 1 0 1121
"11938" "cbsnyt" 7 "9158" 0 50 2 2 0 0 1020
"11939" "cbsnyt" 7 "9158" 0 50 4 2 1 0 558
"11940" "cbsnyt" 7 "9158" 0 36 2 1 0 0 1420
"11941" "cbsnyt" 7 "9158" 0 7 2 2 0 0 1021
"11942" "cbsnyt" 7 "9158" NA 22 3 1 0 0 1171
"11943" "cbsnyt" 7 "9158" 1 17 1 4 1 0 1060
"11944" "cbsnyt" 7 "9158" 0 36 3 2 0 0 2303
"11945" "cbsnyt" 7 "9158" 1 50 4 2 0 0 707
"11946" "cbsnyt" 7 "9158" 1 36 2 2 1 0 804
"11947" "cbsnyt" 7 "9158" 1 22 4 4 0 0 805
"11948" "cbsnyt" 7 "9158" 0 33 4 2 1 1 412
"11949" "cbsnyt" 7 "9158" NA 14 1 1 1 0 560
"11950" "cbsnyt" 7 "9158" NA 39 2 1 1 0 1121
"11951" "cbsnyt" 7 "9158" 1 50 4 1 1 0 663
"11952" "cbsnyt" 7 "9158" 1 14 2 1 1 0 2239
"11953" "cbsnyt" 7 "9158" 1 23 4 1 1 0 663
"11954" "cbsnyt" 7 "9158" 1 40 1 2 0 0 2336
"11955" "cbsnyt" 7 "9158" 1 17 3 2 0 0 384
"11956" "cbsnyt" 7 "9158" 1 36 2 2 0 0 1020
"11957" "cbsnyt" 7 "9158" 1 22 4 2 0 0 708
"11958" "cbsnyt" 7 "9158" 1 17 3 2 0 0 768
"11959" "cbsnyt" 7 "9158" 0 39 2 4 1 0 896
"11960" "cbsnyt" 7 "9158" 1 26 4 2 0 0 707
"11961" "cbsnyt" 7 "9158" 0 19 2 3 1 1 1221
"11962" "cbsnyt" 7 "9158" 0 14 4 1 1 0 663
"11963" "cbsnyt" 7 "9158" 1 36 2 3 0 0 1068
"11964" "cbsnyt" 7 "9158" NA 14 1 3 0 1 2169
"11965" "cbsnyt" 7 "9158" NA 50 4 2 0 0 354
"11966" "cbsnyt" 7 "9158" 0 50 2 1 0 0 1420
"11967" "cbsnyt" 7 "9158" 0 14 2 2 1 0 402
"11968" "cbsnyt" 7 "9158" 0 24 2 2 1 0 402
"11969" "cbsnyt" 7 "9158" 0 50 2 2 1 0 804
"11970" "cbsnyt" 7 "9158" 0 33 2 2 1 0 805
"11971" "cbsnyt" 7 "9158" 1 24 2 1 0 0 710
"11972" "cbsnyt" 7 "9158" 0 23 1 3 1 1 1585
"11973" "cbsnyt" 7 "9158" 1 15 2 2 1 0 804
"11974" "cbsnyt" 7 "9158" 0 28 4 2 0 0 707
"11975" "cbsnyt" 7 "9158" 0 36 4 2 0 0 354
"11976" "cbsnyt" 7 "9158" 1 47 2 2 0 0 1003
"11977" "cbsnyt" 7 "9158" 0 33 4 2 0 0 354
"11978" "cbsnyt" 7 "9158" 1 10 2 3 0 0 525
"11979" "cbsnyt" 7 "9158" 0 43 4 3 0 0 868
"11980" "cbsnyt" 7 "9158" 1 50 2 3 0 0 1068
"11981" "cbsnyt" 7 "9158" 1 36 1 3 0 0 2724
"11982" "cbsnyt" 7 "9158" 1 36 2 1 1 0 1120
"11983" "cbsnyt" 7 "9158" 1 39 3 1 0 0 1171
"11984" "cbsnyt" 7 "9158" 1 10 3 4 0 0 899
"11985" "cbsnyt" 7 "9158" 1 47 4 4 1 0 934
"11986" "cbsnyt" 7 "9158" 0 36 4 2 1 1 617
"11987" "cbsnyt" 7 "9158" NA 44 2 3 1 0 414
"11988" "cbsnyt" 7 "9158" 1 26 3 3 1 0 344
"11989" "cbsnyt" 7 "9158" 1 47 2 4 1 0 880
"11990" "cbsnyt" 7 "9158" 1 18 2 3 1 0 827
"11991" "cbsnyt" 7 "9158" 1 34 2 2 1 0 790
"11992" "cbsnyt" 7 "9158" 0 33 4 3 0 0 884
"11993" "cbsnyt" 7 "9158" 1 23 3 1 0 0 1169
"11994" "cbsnyt" 7 "9158" 1 14 2 2 1 0 804
"11995" "cbsnyt" 7 "9158" 0 16 2 3 0 0 1068
"11996" "cbsnyt" 7 "9158" 0 25 1 4 1 1 1537
"11997" "cbsnyt" 7 "9158" 1 10 4 1 1 0 652
"11998" "cbsnyt" 7 "9158" 0 4 4 2 0 0 695
"11999" "cbsnyt" 7 "9158" 0 44 3 2 1 0 149
"12000" "cbsnyt" 7 "9158" 0 49 2 2 1 0 790
"12001" "cbsnyt" 7 "9158" 0 44 4 2 1 0 1096
"12002" "cbsnyt" 7 "9158" 1 49 3 3 0 0 858
"12003" "cbsnyt" 7 "9158" 1 28 3 1 1 0 922
"12004" "cbsnyt" 7 "9158" 0 33 1 1 1 0 1121
"12005" "cbsnyt" 7 "9158" 0 33 2 3 1 0 843
"12006" "cbsnyt" 7 "9158" 1 10 4 4 1 0 311
"12007" "cbsnyt" 7 "9158" 1 44 4 2 1 0 548
"12008" "cbsnyt" 7 "9158" 1 24 2 2 0 0 510
"12009" "cbsnyt" 7 "9158" 1 26 2 1 1 1 2478
"12010" "cbsnyt" 7 "9158" 0 11 1 1 0 1 2223
"12011" "cbsnyt" 7 "9158" 1 19 4 1 1 0 652
"12012" "cbsnyt" 7 "9158" 0 9 2 4 1 1 649
"12013" "cbsnyt" 7 "9158" 0 10 2 2 1 0 395
"12014" "cbsnyt" 7 "9158" 0 50 3 1 0 0 1754
"12015" "cbsnyt" 7 "9158" 1 44 4 4 1 0 311
"12016" "cbsnyt" 7 "9158" 0 44 3 2 0 1 601
"12017" "cbsnyt" 7 "9158" 0 44 2 3 1 0 827
"12018" "cbsnyt" 7 "9158" 0 39 2 1 0 0 2132
"12019" "cbsnyt" 7 "9158" 1 44 2 1 1 0 1101
"12020" "cbsnyt" 7 "9158" 1 47 2 4 0 0 1116
"12021" "cbsnyt" 7 "9158" 0 34 2 4 0 1 1778
"12022" "cbsnyt" 7 "9158" 1 44 2 3 0 0 1049
"12023" "cbsnyt" 7 "9158" 1 14 4 2 0 0 1061
"12024" "cbsnyt" 7 "9158" 0 34 2 4 1 0 440
"12025" "cbsnyt" 7 "9158" 1 43 4 2 1 0 548
"12026" "cbsnyt" 7 "9158" 1 50 2 3 0 0 1068
"12027" "cbsnyt" 7 "9158" 1 18 2 2 0 1 1597
"12028" "cbsnyt" 7 "9158" 1 34 2 3 0 0 1574
"12029" "cbsnyt" 7 "9158" 1 28 2 3 0 0 534
"12030" "cbsnyt" 7 "9158" 1 44 3 4 0 0 899
"12031" "cbsnyt" 7 "9158" 1 1 4 2 0 0 695
"12032" "cbsnyt" 7 "9158" 0 47 4 3 1 1 1010
"12033" "cbsnyt" 7 "9158" 0 47 3 1 1 1 1337
"12034" "cbsnyt" 7 "9158" 1 10 3 1 1 0 906
"12035" "cbsnyt" 7 "9158" 0 1 4 4 1 0 934
"12036" "cbsnyt" 7 "9158" 0 18 1 4 1 0 1042
"12037" "cbsnyt" 7 "9158" 0 5 3 3 1 0 755
"12038" "cbsnyt" 7 "9158" NA 18 3 4 1 0 354
"12039" "cbsnyt" 7 "9158" NA 43 3 2 0 0 755
"12040" "cbsnyt" 7 "9158" NA 14 4 3 1 0 1392
"12041" "cbsnyt" 7 "9158" 0 44 2 2 1 0 790
"12042" "cbsnyt" 7 "9158" 1 6 3 3 1 0 377
"12043" "cbsnyt" 7 "9158" 1 4 2 4 1 0 440
"12044" "cbsnyt" 7 "9158" 0 5 2 1 0 0 3896
"12045" "cbsnyt" 7 "9158" 1 44 4 4 1 0 311
"12046" "cbsnyt" 7 "9158" 1 6 3 1 1 0 1012
"12047" "cbsnyt" 7 "9158" 0 10 2 3 0 0 1049
"12048" "cbsnyt" 7 "9158" 1 44 4 1 0 0 413
"12049" "cbsnyt" 7 "9158" 1 3 2 3 1 0 1847
"12050" "cbsnyt" 7 "9158" 0 5 3 3 1 0 755
"12051" "cbsnyt" 7 "9158" 0 11 4 2 0 0 695
"12052" "cbsnyt" 7 "9158" 1 1 3 1 1 1 1337
"12053" "cbsnyt" 7 "9158" 1 10 2 4 1 0 880
"12054" "cbsnyt" 7 "9158" 1 34 2 4 0 0 1116
"12055" "cbsnyt" 7 "9158" 1 32 2 3 0 0 879
"12056" "cbsnyt" 7 "9158" 1 32 4 3 1 0 382
"12057" "cbsnyt" 7 "9158" 1 5 2 2 1 0 1324
"12058" "cbsnyt" 7 "9158" 1 11 3 1 0 1 1831
"12059" "cbsnyt" 7 "9158" 0 38 1 3 1 0 3535
"12060" "cbsnyt" 7 "9158" 0 37 2 1 0 0 1396
"12061" "cbsnyt" 7 "9158" 0 24 3 2 1 0 605
"12062" "cbsnyt" 7 "9158" NA 45 2 2 0 0 1119
"12063" "cbsnyt" 7 "9158" 0 41 2 1 1 0 2201
"12064" "cbsnyt" 7 "9158" 0 32 4 2 1 0 306
"12065" "cbsnyt" 7 "9158" 1 5 4 2 1 0 612
"12066" "cbsnyt" 7 "9158" 1 5 4 2 1 0 612
"12067" "cbsnyt" 7 "9158" 1 49 1 4 1 0 1042
"12068" "cbsnyt" 7 "9158" 1 50 2 2 0 0 1020
"12069" "cbsnyt" 7 "9158" 1 48 1 3 0 0 2989
"12070" "cbsnyt" 7 "9158" NA 11 4 3 1 0 342
"12071" "cbsnyt" 7 "9158" 0 1 3 2 1 0 297
"12072" "cbsnyt" 7 "9158" 1 25 3 3 1 0 676
"12073" "cbsnyt" 7 "9158" 1 43 3 3 1 0 1352
"12074" "cbsnyt" 7 "9158" 0 5 1 3 1 0 2357
"12075" "cbsnyt" 7 "9158" 1 48 2 4 0 0 1246
"12076" "cbsnyt" 7 "9158" 1 5 2 1 1 0 2457
"12077" "cbsnyt" 7 "9158" 1 5 3 1 0 0 3850
"12078" "cbsnyt" 7 "9158" 1 11 1 2 0 0 2294
"12079" "cbsnyt" 7 "9158" 0 3 4 4 1 0 695
"12080" "cbsnyt" 7 "9158" 1 5 4 3 0 0 485
"12081" "cbsnyt" 7 "9158" 0 5 4 2 1 0 306
"12082" "cbsnyt" 7 "9158" 1 37 2 3 1 0 827
"12083" "cbsnyt" 7 "9158" 0 29 2 3 1 0 924
"12084" "cbsnyt" 7 "9158" 1 18 2 3 1 0 827
"12085" "cbsnyt" 7 "9158" 1 6 4 2 0 0 776
"12086" "cbsnyt" 7 "9158" 1 5 1 3 1 0 1178
"12087" "cbsnyt" 7 "9158" 0 16 1 3 1 0 3222
"12088" "cbsnyt" 7 "9158" 1 47 3 1 0 0 2299
"12089" "cbsnyt" 7 "9158" 1 44 1 2 1 0 904
"12090" "cbsnyt" 7 "9158" 1 7 4 2 1 0 279
"12091" "cbsnyt" 7 "9158" 0 5 1 4 0 0 1475
"12092" "cbsnyt" 7 "9158" 0 21 2 2 0 0 1003
"12093" "cbsnyt" 7 "9158" 0 44 2 4 1 0 440
"12094" "cbsnyt" 7 "9158" 0 33 4 2 1 0 558
"12095" "cbsnyt" 7 "9158" 0 38 3 2 1 0 664
"12096" "cbsnyt" 7 "9158" 0 5 4 2 0 0 388
"12097" "cbsnyt" 7 "9158" 0 10 3 2 1 1 439
"12098" "cbsnyt" 7 "9158" 1 44 4 2 1 0 274
"12099" "cbsnyt" 7 "9158" 0 3 3 1 0 0 2566
"12100" "cbsnyt" 7 "9158" 1 39 3 4 1 0 361
"12101" "cbsnyt" 7 "9158" NA 20 2 2 0 0 511
"12102" "cbsnyt" 7 "9158" 1 5 3 2 1 0 664
"12103" "cbsnyt" 7 "9158" 1 36 2 2 1 0 804
"12104" "cbsnyt" 7 "9158" 1 33 2 1 0 1 2264
"12105" "cbsnyt" 7 "9158" 0 23 2 2 1 0 804
"12106" "cbsnyt" 7 "9158" 1 34 2 3 1 0 827
"12107" "cbsnyt" 7 "9158" 0 38 4 2 0 0 776
"12108" "cbsnyt" 7 "9158" 0 15 2 1 1 0 1120
"12109" "cbsnyt" 7 "9158" 1 34 2 2 1 0 395
"12110" "cbsnyt" 7 "9158" 0 23 2 1 0 0 710
"12111" "cbsnyt" 7 "9158" 0 39 2 2 1 0 805
"12112" "cbsnyt" 7 "9158" 0 33 4 2 0 1 564
"12113" "cbsnyt" 7 "9158" 0 36 3 1 0 0 1169
"12114" "cbsnyt" 7 "9158" 1 37 1 3 0 0 2678
"12115" "cbsnyt" 7 "9158" 1 33 4 2 1 0 837
"12116" "cbsnyt" 7 "9158" 1 48 4 2 0 0 582
"12117" "cbsnyt" 7 "9158" 0 23 4 4 1 0 317
"12118" "cbsnyt" 7 "9158" 1 34 1 3 0 0 1339
"12119" "cbsnyt" 7 "9158" 1 23 4 1 0 0 420
"12120" "cbsnyt" 7 "9158" 1 14 2 3 1 0 842
"12121" "cbsnyt" 7 "9158" 1 7 4 1 1 0 664
"12122" "cbsnyt" 7 "9158" 0 39 2 3 0 0 2137
"12123" "cbsnyt" 7 "9158" 1 23 4 1 0 0 841
"12124" "cbsnyt" 7 "9158" 0 44 4 4 1 0 311
"12125" "cbsnyt" 7 "9158" 1 11 1 3 1 0 5278
"12126" "cbsnyt" 7 "9158" 1 10 2 3 1 0 827
"12127" "cbsnyt" 7 "9158" 1 10 3 1 0 0 1150
"12128" "cbsnyt" 7 "9158" 1 17 2 2 1 0 804
"12129" "cbsnyt" 7 "9158" NA 44 3 3 0 0 1286
"12130" "cbsnyt" 7 "9158" 1 21 2 2 1 0 790
"12131" "cbsnyt" 7 "9158" 1 17 4 1 1 0 663
"12132" "cbsnyt" 7 "9158" 1 23 2 4 1 0 448
"12133" "cbsnyt" 7 "9158" 1 14 4 2 0 0 1061
"12134" "cbsnyt" 7 "9158" 0 25 4 2 0 0 695
"12135" "cbsnyt" 7 "9158" 0 8 4 1 1 0 652
"12136" "cbsnyt" 7 "9158" 0 10 2 1 1 0 550
"12137" "cbsnyt" 7 "9158" 0 10 2 3 0 0 1049
"12138" "cbsnyt" 7 "9158" 0 5 4 1 0 0 923
"12139" "cbsnyt" 7 "9158" NA 16 1 2 0 0 4666
"12140" "cbsnyt" 7 "9158" NA 4 4 2 1 0 548
"12141" "cbsnyt" 7 "9158" 0 33 3 1 0 0 1756
"12142" "cbsnyt" 7 "9158" 1 22 3 2 1 0 909
"12143" "cbsnyt" 7 "9158" 1 10 3 2 1 0 595
"12144" "cbsnyt" 7 "9158" 1 19 2 3 0 0 1049
"12145" "cbsnyt" 7 "9158" 1 3 4 1 0 0 461
"12146" "cbsnyt" 7 "9158" 0 47 4 2 0 0 348
"12147" "cbsnyt" 7 "9158" 0 38 2 2 1 0 441
"12148" "cbsnyt" 7 "9158" 1 18 4 2 1 0 548
"12149" "cbsnyt" 7 "9158" 1 41 2 3 1 0 827
"12150" "cbsnyt" 7 "9158" 1 50 2 3 1 0 842
"12151" "cbsnyt" 7 "9158" 1 32 4 3 1 0 382
"12152" "cbsnyt" 7 "9158" 1 47 2 3 1 1 1221
"12153" "cbsnyt" 7 "9158" 1 25 4 1 0 0 826
"12154" "cbsnyt" 7 "9158" 0 13 1 3 1 0 2357
"12155" "cbsnyt" 7 "9158" 0 23 1 4 1 0 1060
"12156" "cbsnyt" 7 "9158" 0 36 4 1 0 0 420
"12157" "cbsnyt" 7 "9158" 1 44 4 2 0 0 695
"12158" "cbsnyt" 7 "9158" 1 33 1 1 0 0 2132
"12159" "cbsnyt" 7 "9158" 1 22 3 2 0 0 768
"12160" "cbsnyt" 7 "9158" 1 11 4 3 1 0 684
"12161" "cbsnyt" 7 "9158" NA 5 3 2 1 0 996
"12162" "cbsnyt" 7 "9158" 0 48 2 2 0 0 560
